id,seller,price,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id
4954,1,10150000,54,9.5,32.3,4,2,1,2.64,0,1,1,0,1,0,1,2,241
4955,1,10300000,54,9.5,33,12,2,,,0,1,,,1,0,2,1,1821
4956,1,10340000,57.2,5.6,37.8,8,3,,,0,1,,,1,0,,1,6506
4957,1,10340000,57.2,5.6,37.8,8,3,1,2.64,0,1,,,0,1,2,2,6506
4958,1,10250000,60,6.5,46,2,3,1,,0,1,1,0,1,0,1,2,8332
4959,1,10350000,76,9,47,1,3,,,,,,,,,,0,1849
4960,1,10390000,50,6,34,7,3,,,0,1,1,1,0,1,1,2,2025
4961,1,10450000,56.2,6,41.2,2,3,,,1,0,1,1,,,1,1,6775
4962,1,10500000,51.4,9.8,30.6,4,2,,,0,1,1,0,1,0,,1,55
4963,1,10500000,71.8,10.1,42.7,15,3,,2.75,0,1,1,1,1,0,2,1,8614
4964,1,10500000,70,6,50,9,3,,,0,1,1,0,0,1,,1,1345
4965,1,10500000,49.5,12,27.9,1,2,,,0,1,1,1,0,1,0,2,8514
4966,2,10500000,85.3,8.5,54,4,4,1,2.64,1,0,,,0,4,1,1,5326
4967,2,10450000,56,10,33,10,2,1,2.64,0,1,1,0,0,1,2,1,128
4968,1,10500000,84,9,47,7,3,1,2.64,0,1,1,1,2,0,1,2,8574
4969,1,10550000,53.2,10,32.2,13,2,,,0,1,1,0,1,0,,2,8440
4970,1,10550000,46,13,22,7,1,,,1,0,1,1,0,1,,1,4099
4971,1,10600000,80,12,44,3,3,1,,0,1,,,1,0,,1,1622
4972,1,10600000,74,10,45,13,3,,,,,,,,,,0,4343
4973,2,10600000,65,9.1,43.7,4,3,,2.64,0,1,1,0,0,1,1,2,3047
4974,1,10700000,50.3,8.3,30.4,5,2,,2.64,0,1,1,0,1,0,2,1,636
4975,1,10700000,57,7.7,34,3,2,,,0,1,,,,,3,1,7938
4976,2,10700000,74,10.5,47,8,3,1,,0,1,1,1,1,0,1,2,1567
4977,1,10800000,66.1,,,22,2,,,0,1,,,1,0,0,1,8118
4978,1,10750000,63.2,7.1,43.8,1,3,,,0,1,1,1,0,1,1,1,1752
4979,1,10800000,46.2,8,29.2,11,2,1,,1,0,1,0,1,0,2,2,3959
4980,1,10750000,63,,,1,3,,,0,1,,,0,1,1,1,1752
4981,1,10750000,54.3,6.4,38.8,7,3,,,1,0,1,1,,,2,1,8298
4982,1,10800000,74.4,8,44,6,3,,,0,1,,,1,0,1,1,8903
4983,1,10750000,65,,,4,3,,,0,1,,,1,0,1,1,9483
4984,2,10800000,82.8,10,48.5,12,3,1,2.64,0,1,,,2,1,1,2,3477
4985,,5000000,43,,23.2,2,1,,4.8,1,0,1,0,,,0,1,2472
4986,3,12855700,37.7,,26.5,8,1,,,1,0,,,,,,1,8198
4987,3,13490000,76,,26.5,11,3,,,1,0,,,,,,1,6906
4988,3,15384200,50.44,,35.3,3,2,,,1,0,,,,,,1,8198
4989,3,19926000,61.5,,46.3,6,3,,,2,0,,,,,,1,8198
4990,,8900000,40,8.3,26,4,2,,2.64,1,0,1,0,1,0,1,1,1526
4991,3,15012000,62.55,,50.6,7,1,,3.2,,,,,,,,1,3773
4992,,20299999,55,11.7,22,10,1,,,2,0,,,,,0,1,5363
4993,3,12836850,39.83,12.2,15.3,9,1,,3,,,,,0,1,,1,7203
4994,,29000000,81,13,38,4,2,,,,,1,0,,,0,2,2046
4995,3,32526372,97.62,19.8,51.2,4,3,,3,,,,,0,1,,1,7203
4996,,26500000,60,29,14,12,1,,,,,1,0,,,3,2,5363
4997,,15400000,63.53,12.2,31.1,14,2,1,,2,0,,,0,1,0,1,2818
4998,,22950000,103,15,53,6,3,1,2.8,2,0,0,1,,,2,1,1965
4999,,33000000,87,,,15,1,,,,,1,1,,,0,1,5363
5000,,24990000,103.1,,69,6,3,1,2.7,2,0,0,1,0,1,3,2,1965
5001,,32000000,108,,,4,4,,,,,1,1,1,0,3,1,3402
5002,3,37623180,127.97,,106.4,16,4,,3.2,,,,,,,,1,3773
5003,3,5934426,24.42,5,13.6,10,1,,3,1,0,,,0,1,,1,8016
5004,,6300000,38,8,20,2,1,,,1,0,0,1,,,1,2,1067
5005,,6600000,35,10,20,12,1,,,1,0,1,0,1,0,1,2,3335
5006,,7200000,32,6,,1,1,,,1,0,,,,,1,1,6453
5007,3,7299275,36.11,9.2,17.6,19,1,,3,1,0,,,1,1,,1,8016
5008,,8500000,59.5,6,40,4,3,,,0,1,,,0,1,1,1,3939
5009,3,4197500,28.75,4,15.1,6,1,,2.7,0,1,,,0,1,,1,6703
5010,,9000000,45,6.5,,5,2,,,0,1,,,1,0,1,1,9411
5011,,9300000,64,,,4,4,,,0,1,,,1,0,1,1,1924
5012,,22500000,85,23,36,4,3,1,2.8,0,2,1,0,0,1,3,1,7853
5013,,59000000,120,18,67,12,4,,3.3,3,0,1,0,,,3,1,2000
5014,,2970000,18,,,2,1,,,1,0,1,1,,,,1,3566
5015,,3300000,20,,,3,1,,,1,0,1,1,,,0,1,900
5016,,3300000,20,,,3,1,,,1,0,1,1,,,,1,3566
5017,,5900000,40,10,20,7,1,,2.7,1,0,0,1,0,1,1,1,7813
5018,,6200000,32.5,6.2,18.7,5,1,,2.64,0,1,1,0,,,1,2,175
5019,,6400000,33,7,19,5,1,,,,,1,0,,,2,1,4487
5020,,6716500,50.5,10.2,17,2,1,,,1,0,1,1,0,1,0,1,9649
5021,,6750000,33,,18,2,1,,,1,0,1,0,1,0,,1,8877
5022,,6920000,36.3,5.1,20.3,3,1,,,1,0,1,0,0,1,1,2,2131
5023,,7000000,50.1,10,16.3,6,1,,,0,1,1,1,0,1,0,1,9649
5024,3,7187469,31.81,5.1,15.8,19,1,,3,1,0,,,0,1,,1,8016
5025,,7200000,45,13,18,39,1,,,0,1,1,1,0,1,1,1,9649
5026,,7300000,50.7,13,19,6,1,,,1,0,1,1,1,0,1,1,7931
5027,,7448000,25.85,7,15,21,1,,,1,0,1,0,,,,1,1968
5028,,7500000,27.37,6,18,17,1,,,1,0,1,0,,,,1,1968
5029,,7800000,55.9,15,19,6,1,,,1,0,1,1,0,1,0,1,9649
5030,,7960000,29,,27,2,1,,,,,,,,,,0,3963
5031,,8140700,64.1,11,29.7,20,2,2,,0,1,1,1,0,1,0,1,9649
5032,,8400000,48.3,6.1,30.5,6,2,,2.64,0,1,1,0,1,0,1,1,9411
5033,,8500000,50,,35,2,3,,,0,2,0,1,0,1,,1,5467
5034,,8500000,36.2,17,13,4,1,,3.3,1,0,1,0,,,,2,2755
5035,,8625000,67.9,13.4,34,2,2,1,,0,1,1,1,0,1,0,1,2626
5036,,8661400,68.2,10.5,37,11,2,2,,1,1,1,1,0,1,0,1,2626
5037,,8746200,67.8,10.5,37.2,2,2,2,,0,1,1,1,0,1,0,1,2626
5038,,9000000,43.2,5.8,28.9,2,2,,2.48,,,1,0,1,0,3,1,7301
5039,,9125600,67.1,11.7,34.3,2,2,2,,0,1,1,1,0,2,0,1,9649
5040,,9100000,65.2,11,30,18,1,,,0,1,1,1,0,2,1,1,9649
5041,,9236500,63.7,11,33,19,2,0,,0,1,1,1,0,1,1,1,9649
5042,,9300000,58.9,,39,4,3,,,0,2,,,1,0,,1,78
5043,,9500000,75,11.7,39,8,2,0,,0,1,1,1,0,2,0,1,9649
5044,,9500000,50,,,3,3,,,1,0,1,0,0,1,2,1,4420
5045,,9564030,64.6,11.6,32.4,11,2,0,,0,1,1,1,0,1,1,1,8352
5046,,9600000,50.8,10,25,4,1,,3.3,,,1,0,1,0,,2,92
5047,,9700000,46.2,11.6,21.4,8,1,,2.75,1,0,0,1,0,1,,2,2993
5048,,10000000,74.9,10.1,46.1,1,3,1,,1,0,1,0,,,1,2,9379
5049,3,10036363,38.26,11.1,15.8,5,1,,3,1,0,,,1,1,,1,7203
5050,,10000000,43.67,15.9,12.4,6,1,,,1,0,,,1,0,,1,2818
5051,,10175000,81.4,10.2,43.6,36,3,2,,0,1,1,1,0,1,0,1,9649
5052,,10350000,54.6,12,28.4,8,2,,,,,,,,,,0,9129
5053,,10464000,87.2,10,41,17,3,2,,1,1,1,1,0,3,0,1,9649
5054,,10500000,43.51,15.5,12.2,4,1,,,1,0,,,1,0,0,1,2818
5055,,10550000,37.57,10.3,18.2,19,1,,,1,0,1,0,,,,1,1968
5056,,11200000,46,12,18,10,1,,,1,0,0,1,0,1,,1,2818
5057,,11500000,64.6,8.3,38,6,2,1,,0,1,0,1,,,,2,5937
5058,,11500000,60.6,8.1,38,5,3,1,,0,1,1,0,0,1,1,1,3769
5059,,11640915,87.1,,40.5,11,2,,,0,1,,,0,1,0,1,9649
5060,,11825000,43,13.5,16,8,1,,,1,0,1,0,,,0,2,2818
5061,,12090060,87.8,12,47.2,6,3,1,,1,1,1,1,1,1,0,1,9649
5062,,12090060,87.8,12,47.2,6,3,,,1,1,1,0,0,2,0,1,9649
5063,3,12238890,60.89,10.1,31.3,16,2,,3,1,1,,,0,1,,1,8016
5064,3,12539640,56.02,6,33.8,4,3,,3,,,,,0,1,,1,8016
5065,3,12555700,48.76,10.9,17.6,3,1,,3,1,0,,,0,1,,1,7203
5066,,13000000,38.2,8,25,5,1,,,1,0,0,1,,,,1,7200
5067,,13200000,53.4,9.2,32.1,11,2,1,,0,1,0,1,0,1,2,1,1264
5068,,13369000,92.2,13.2,51,20,3,2,,0,1,1,1,0,3,1,1,9649
5069,,14900000,84.6,8,51.8,4,3,,2.8,0,1,1,1,1,0,1,1,622
5070,,15070000,109.6,18.4,51.8,11,3,2,,0,2,1,1,0,2,1,1,9649
5071,,16721400,62,,,11,2,,,,,,,,,,0,44
5072,,16750000,80,8.6,48.9,7,3,,2.78,1,1,1,1,1,0,2,1,8280
5073,,17000000,85.5,,,7,3,,3.5,1,0,0,1,,,3,2,456
5074,3,17517605,106.49,13.7,67.5,19,4,,3,,,,,0,1,,1,8016
5075,,17400000,89,12,48,10,3,1,,3,0,1,0,,,3,1,8280
5076,,18050000,82.34,19.2,45.8,8,3,1,3.3,2,0,1,0,,,,2,89
5077,,18223640,75.7,,,7,3,,,,,,,,,,0,44
5078,,18600000,87.86,27,42.1,7,3,1,3.3,2,0,1,0,0,2,,2,2755
5079,3,18723232,68.8,12.7,32,23,2,,3,1,1,,,0,1,,1,7203
5080,3,19077360,54.82,,38.5,7,2,,,1,0,,,,,,1,8198
5081,,20364500,84.5,,,8,2,,,,,,,,,,0,44
5082,,20600000,101,,,15,3,,,2,0,1,0,,,0,1,8986
5083,,21107520,139.6,11,82.5,24,3,2,,1,1,1,1,0,2,1,1,9649
5084,3,21349930,70.93,,54,7,3,,,2,0,,,,,,1,8198
5085,3,21473640,63.72,12.4,38,9,2,,,2,0,,,,,,1,8198
5086,3,23187875,90.05,15,51.1,7,3,,3,1,1,,,0,1,,1,7203
5087,3,24212160,84.07,,71.6,15,3,,3.2,,,,,,,,1,3773
5088,,25389245,99.4,,,13,3,,,,,,,,,,0,44
5089,,26040000,205,18,105,16,6,1,,2,2,1,1,0,4,0,2,1409
5090,,26225000,239.8,13.1,140.8,19,6,1,2.8,3,0,1,1,0,4,0,2,1409
5091,,29959800,118,34.7,45.1,3,3,1,,2,0,1,0,,,0,2,2818
5092,,32000000,112,14,65,16,3,,,,,,,,,,0,1105
5093,,33000000,86.7,12.8,43.4,15,2,1,,2,0,1,1,0,1,,1,5363
5094,,35500000,80,17,34,3,2,,3.2,1,1,1,0,,,3,1,2000
5095,,36300000,79.08,17.2,33.6,3,2,1,,2,0,,,,,2,1,2000
5096,,50000000,138,13,94,14,4,,3.1,2,0,1,1,1,0,2,1,5161
5097,,49900000,139,,,6,3,,,,,1,1,,,0,1,5363
5098,,52500000,115.2,11,,4,3,1,,3,0,,,,,2,1,2000
5099,,59000000,120,,80,12,4,,3.2,2,0,,,,,3,1,2000
5100,,68000000,129,,,3,4,,3,0,3,,,,,3,1,2000
5101,,69000000,130,14,73,4,4,,3.2,2,1,1,1,,,2,1,2000
5102,0,8500000,38,,20,2,1,,,,,,,,,,0,4207
5103,3,8799780,39.8,17.7,12.1,11,1,,2.7,1,0,1,0,,,,1,8684
5104,3,11021400,54,20,20.8,16,2,,2.7,0,2,0,1,,,,1,8684
5105,0,7200000,33,8,18,9,1,,,,,,,,,,0,7998
5106,1,10400000,58.8,5.9,43.4,9,3,,,0,1,1,0,0,1,1,2,2934
5107,0,12990000,71.6,10.1,42.9,1,3,,,,,,,,,,0,4805
5108,3,15521090,75.4,,0,18,3,,3.5,1,1,,,,,,1,250
5109,3,15822720,64.32,,52.2,10,1,,0,,,,,,,,1,3773
5110,1,6349000,39.2,9,20,13,1,,,0,1,1,0,0,1,1,1,202
5111,1,7500000,45,6,28,3,2,1,,0,1,1,0,,,2,1,3400
5112,3,7816090,39.1,16.8,14.4,10,1,,,1,0,0,1,,,,1,4207
5113,3,8285680,40.3,,,18,1,,,,,0,1,,,,1,5379
5114,1,8550000,55,11,34,9,2,1,,0,1,1,0,2,0,0,1,6731
5115,1,9600000,60,10,33.6,13,2,1,2.7,0,1,1,0,0,1,1,1,2622
5116,1,7528860,55.4,14.9,18.2,2,1,,,1,0,,,0,1,0,1,9649
5117,3,7614600,34.3,11,11.8,1,1,,2.7,1,0,1,0,,,,1,8684
5118,3,7626300,33,6.8,0,2,1,,3.5,1,0,0,1,,,,1,250
5119,1,7686000,56,14.9,18.2,5,1,,,1,0,,,0,1,0,1,9649
5120,2,7700000,44.95,12.7,15.1,7,1,,,,,1,0,0,2,,1,9042
5121,,7700000,37.6,8.6,18.9,7,1,,,,,,,,,,0,8053
5122,,7700000,40,9,20,5,1,,,,,,,,,,0,8591
5123,3,7832350,38.3,,,20,1,,,,,0,1,,,,1,5379
5124,,7800000,40.3,,,5,2,1,,,,,,1,0,0,1,2614
5125,3,7852492,42.73,6,23.1,4,2,,,,,,,,,,0,8016
5126,3,7853072,36.98,8.4,18.3,7,1,,3,1,0,,,1,1,,1,8016
5127,2,8000000,65,6.7,44,11,3,,,,,,,,,,0,7987
5128,0,11500000,53,9.5,31,3,2,,2.64,1,0,1,0,0,1,3,1,8871
5129,0,12500000,68,14,33.5,5,2,,,,,,,,,,0,8232
5130,1,16400000,64,13,34,13,2,1,2.8,0,1,1,1,0,2,2,1,8640
5131,,25600000,117.7,,,32,4,,3,,,0,1,,,1,1,3665
5132,2,28700000,118.5,22,75,5,4,1,,0,1,1,0,1,1,2,2,4591
5133,1,59000000,120,18,67,12,4,1,3.3,3,0,1,0,,,3,1,2000
5134,2,4500000,35,,,2,2,,4.8,,,1,0,,,0,1,2472
5135,2,4800000,38,9.7,17.4,7,1,,,,,,,,,,0,4301
5136,1,5150000,43,10,18,6,1,,,0,1,1,0,0,1,,2,8793
5137,0,5650000,33,6.5,18,9,1,,2.64,1,0,1,0,,,2,1,3621
5138,3,5988326,23.7,1.6,19.5,3,1,,3.5,1,0,1,0,,,,1,250
5139,3,6243490,26.9,2.4,19.4,2,1,,,,,,,,,,0,250
5140,0,6200000,32.2,6,18.4,5,1,,2.65,1,0,1,0,,,1,1,9286
5141,3,6352640,25.6,2.4,19.4,16,1,,3.5,1,0,1,0,,,,1,250
5142,3,6489749,23.3,1.6,19.5,25,1,,3.5,1,0,1,0,,,,1,250
5143,1,6500000,32,5,17,13,1,,,,,1,0,1,0,,1,8491
5144,,6620000,38.31,10.5,16.4,4,1,,,,,,,,,,0,7084
5145,3,6761920,27.2,6.9,11.3,16,1,,2.7,1,0,1,0,,,,1,8684
5146,2,6750000,32.8,6.5,18.3,9,1,,2.65,0,1,1,0,,,2,1,9016
5147,2,6800000,35,9.6,21,11,1,,2.64,1,0,,,1,0,2,1,2039
5148,0,6850000,37,8,19,2,1,,2.64,1,0,1,0,0,1,1,1,1733
5149,1,6900000,35,8,17.8,8,1,,,1,0,,,1,0,1,2,1416
5150,1,6999999,38.6,10,19,5,1,,3,0,1,1,0,,,,1,4207
5151,3,7132486,36.53,5,13.6,1,1,,3,1,0,,,,,,1,8016
5152,,7100000,33.3,7,18.4,9,1,,,,,,,,,,0,1657
5153,1,7150000,39,8.6,21,2,1,,,0,1,0,1,,,0,1,8878
5154,2,7200000,38,8.5,18,7,1,,2.65,1,0,1,0,0,1,2,1,2798
5155,,10709322,61.8,,,13,2,,,,,,,,,,0,250
5156,3,4319640,23.4,6.1,11.3,12,1,,2.65,1,0,1,0,,,,1,4076
5157,,8300000,54,10,32,16,2,,,,,,,,,,0,1593
5158,2,8300000,52.2,8.7,30.4,3,2,,,,,,,,,,0,5714
5159,0,8400000,33.2,6,21,2,2,,,1,0,1,1,,,0,1,7115
5160,1,8499000,54,9,32,3,2,,,,,,,,,,0,1042
5161,0,8500000,50,6,35,2,3,2,2.6,0,1,1,0,1,0,1,1,5467
5162,3,8637700,42.5,,0,8,1,,3.5,,,,,,,,1,250
5163,3,8674450,43.7,,,17,1,,,,,0,1,,,,1,5379
5164,3,8934183,41.98,10.1,17.2,4,1,,3,,,,,0,1,,1,8016
5165,0,8900000,46,7,27,3,2,,,,,,,,,,0,3081
5166,3,9072000,48,20.2,15.3,22,1,,3,,,,,0,1,,1,8016
5167,2,9100000,60,7,45,8,3,1,,0,1,1,0,0,1,1,1,5650
5168,3,9395064,63.86,10.3,31.1,19,2,,3,0,1,,,0,1,,1,8016
5169,3,9494328,60.1,,0,3,2,,3.5,,,,,,,,1,250
5170,3,9512000,58,9.3,17.8,2,1,,,1,0,1,0,,,,1,4207
5171,1,9500000,63,7,44,2,3,1,2.64,0,1,1,1,0,2,1,2,2196
5172,2,9500000,58.3,6.1,43.4,4,3,2,2.64,0,1,1,1,0,1,0,2,175
5173,0,9700000,63,9.3,37.2,9,2,1,,1,0,1,0,0,1,2,1,7758
5174,3,10111952,59.2,14.8,28.9,21,2,,3.5,1,1,1,0,,,,1,250
5175,3,10094864,39.02,11.1,15.8,2,1,,3,1,0,,,0,1,,1,7203
5176,3,10092240,52.4,20,20.8,1,2,,2.7,0,2,0,1,,,,1,8684
5177,1,10500000,62.5,7,43,7,3,,,1,1,1,0,1,0,,2,3052
5178,3,10545750,54.5,18.6,21.7,1,2,,2.7,0,2,0,1,,,,1,8684
5179,3,10533800,62,14.3,32.8,10,2,,,1,1,0,1,,,,1,4207
5180,3,10526600,51.1,8.5,28.4,14,2,,3,1,0,,,0,1,,1,8016
5181,3,10637572,57.7,15.3,28.3,2,2,,3.5,1,1,1,0,,,,1,250
5182,3,10637900,63.7,14.3,32.8,10,2,,,1,1,0,1,,,,1,4207
5183,3,10673760,60.1,17.8,26.7,16,2,,,1,0,1,1,0,1,,1,5379
5184,3,10735205,41.21,12.2,15.2,2,1,,3,1,0,,,0,1,,1,7203
5185,3,10776810,56.1,20.3,22.9,1,2,,2.7,0,2,0,1,,,,1,8684
5186,3,12881346,77.8,18.6,,2,3,,,,,,,,,,0,250
5187,,13149961,79,,,24,3,,,,,,,,,,0,250
5188,3,10812000,63.6,,,11,2,,,,,0,1,,,,1,5379
5189,3,10841400,63.4,15.6,25.4,12,2,,,1,1,0,1,,,,1,4207
5190,3,10963870,65.3,,,3,2,,,,,1,1,,,,1,5379
5191,1,11000000,55.6,7,37.9,3,3,,,0,1,1,0,1,0,2,2,6980
5192,3,11138880,56.6,19.9,23.1,1,2,,2.7,0,2,0,1,,,,1,8684
5193,3,11139380,63.4,,,14,2,,,,,0,1,,,,1,5379
5194,3,11145600,68.8,17.8,26.7,10,2,,,1,0,1,1,,,,1,4207
5195,1,11150000,58,10,35,6,2,,3,1,0,,,1,0,2,2,5529
5196,3,11380005,57.33,8.7,27.9,9,2,,3,1,0,,,1,1,,1,8016
5197,,11600000,54,9,32.2,15,2,,,,,,,,,,0,1513
5198,0,11700000,83.5,6.7,59.4,8,4,,,,,,,,,,0,2874
5199,3,11733163,42.66,12.4,15.5,2,1,,3,1,0,,,0,1,,1,7203
5200,3,11666940,57.7,19.9,23.1,2,2,,2.7,0,2,0,1,,,,1,8684
5201,3,11857000,71,17.8,26.7,4,2,,,1,0,1,1,,,,1,4207
5202,1,11900000,44.8,11.1,20.6,23,1,,,1,0,0,1,0,1,2,1,6148
5203,3,11903480,43.61,13.1,15.6,2,1,,3,1,0,,,0,1,,1,7203
5204,3,12142790,64.9,18.6,30.6,1,2,,2.7,2,0,0,1,,,,1,8684
5205,3,12031878,69.4,19,32.2,2,2,,3.5,1,1,1,1,,,,1,250
5206,1,12000000,58.7,10,34.2,11,2,,,0,1,,,1,0,2,1,3287
5207,2,12250000,80,12,45,9,3,1,2.74,0,1,1,1,0,2,1,1,1769
5208,3,12313200,37.2,,25.5,5,1,,,1,0,,,,,,1,8198
5209,2,12400000,73.8,8.3,50.9,1,4,1,2.64,0,1,,,1,0,1,2,4576
5210,0,12570000,56,6,41.2,8,3,1,,0,1,0,1,1,0,2,2,2163
5211,3,12578256,64.59,12.5,28.6,4,2,,3,,,,,0,1,,1,8016
5212,3,12708150,66.5,11.8,37.7,1,3,,2.7,2,0,1,1,,,,1,8684
5213,1,12650000,64.9,,40,5,2,1,,0,1,,,,,0,1,6148
5214,3,12877037,77.2,,0,22,3,,3.5,,,,,,,,1,250
5215,3,12967920,66.4,15.9,35,1,3,,2.7,2,0,1,1,,,,1,8684
5216,3,13155241,66.7,19,32.2,2,2,,3.5,1,1,1,1,,,,1,250
5217,1,13500000,62,9,34,2,2,,,0,1,,,,,1,1,7678
5218,0,13600000,51,14,32,4,2,1,,1,0,0,1,,,3,1,931
5219,3,13832370,81,,0,3,3,,3.5,,,,,,,,1,250
5220,3,4514400,27,6.9,12.7,5,1,,2.65,1,0,1,0,,,,1,4162
5221,,7400000,42.7,,,9,1,,3,0,1,,,1,0,0,1,5785
5222,1,13900000,58,6,40,8,3,,,0,1,1,0,1,0,1,2,6261
5223,1,14000000,77.3,10,44.1,6,3,,,0,1,,,1,0,2,1,8209
5224,2,14000000,74,10.2,45.8,7,3,1,2.64,0,1,1,1,1,1,1,2,6122
5225,1,14150000,87.2,10.9,56.8,5,3,2,3,0,1,1,1,1,0,0,1,2793
5226,1,14150000,55.7,9.4,33.7,7,2,1,,1,0,1,1,,,2,2,7643
5227,3,14256000,79.2,20.4,43.1,25,2,,2.65,0,2,0,1,,,,1,6074
5228,3,14503104,75.6,,0,8,3,,3.5,1,1,,,,,,1,250
5229,0,14700000,67.8,10,38,9,2,,,,,,,,,,0,2993
5230,3,14868905,73.3,,0,15,3,,3.5,1,1,,,,,,1,250
5231,3,14949920,83.8,18.6,42.2,1,3,,2.7,2,0,1,1,,,,1,8684
5232,1,15138500,110.5,17,51.5,12,3,,,1,1,,,0,2,1,1,9649
5233,,15100000,70,12,40,6,2,1,,0,1,1,1,1,0,0,1,2993
5234,3,15432567,47.27,6,24.6,4,2,,3,,,,,0,1,,1,7203
5235,3,15521220,87.1,18.5,43.4,2,3,,2.7,2,0,1,1,,,,1,8684
5236,3,15877084,92,13.5,,3,4,,,,,,,,,,0,250
5237,3,15978929,85.43,11.8,43.6,2,3,,3,,,,,0,1,,1,8016
5238,3,16201000,85,18.6,42.2,2,3,,2.7,2,0,1,1,,,,1,8684
5239,3,16208939,61.73,6,30.4,2,2,,3,2,0,,,0,1,,1,7203
5240,1,16350000,84.4,,62,5,3,1,,0,1,,,,,0,1,6148
5241,3,16696779,63.51,13.8,30,7,2,,3,1,1,,,0,1,,1,7203
5242,1,16600000,85.4,,59,18,3,1,,0,1,,,0,1,0,1,6148
5243,,17500000,86,13.7,34.7,8,2,,,0,1,1,1,1,1,3,1,7346
5244,3,17628966,90.1,13.5,,15,4,,,,,,,,,,0,250
5245,2,18084880,73.23,,50,2,2,,3.5,0,1,0,1,,,0,1,7203
5246,1,18000000,86.4,11.5,48,4,3,,,2,0,1,1,1,0,2,1,8280
5247,,7670000,43.5,10.6,18,16,1,,2.75,0,2,,,1,0,0,1,107
5248,3,28147835,102.17,21,54.2,2,3,,3,,,,,0,1,,1,7203
5249,3,28572171,102.77,16.7,55.5,2,3,,3,,,,,0,2,,1,7203
5250,0,29000000,140,,,20,4,,,,,,,,,,0,1417
5251,3,30358016,101.47,20.7,54.2,6,3,,3,1,1,,,0,1,,1,7203
5252,1,30980000,144.5,19.7,83.3,3,3,1,3,2,0,1,0,0,2,2,1,8942
5253,3,31716895,117.37,6,70.7,26,4,,3,1,1,,,2,3,,1,7203
5254,0,32000000,140,,,6,4,,2.9,3,0,1,1,0,2,1,2,1409
5255,3,34107600,105.76,16.2,47.9,14,3,,3,2,0,,,0,2,,1,7203
5256,,34000000,92,12,57,8,3,,,,,,,,,,0,2299
5257,1,35000000,180.1,30,90,7,3,1,3.2,2,0,1,1,0,1,0,1,5990
5258,3,35266434,85.89,6,49.9,21,3,,3,,,,,0,2,,1,7203
5259,3,27982352,106.81,16.7,47.3,2,3,,3,2,0,,,0,2,,1,7203
5260,,18883508,79.6,,,9,3,,,,,,,,,,0,44
5261,,19151625,75,,,12,3,,,,,,,,,,0,44
5262,,19626801,89.3,,,7,2,,,,,,,,,,0,44
5263,1,19800000,93.5,,44.7,16,3,,,,,1,0,0,1,,2,2818
5264,0,20000000,60.6,11.8,34.4,5,2,,,,,,,,,,0,7519
5265,3,20575125,87.29,16.5,38.8,2,2,,3,1,1,,,0,2,,1,7203
5266,3,21426300,59.85,,41.9,9,2,,,1,1,,,,,,1,8198
5267,3,21621446,107.8,,,23,4,,,,,,,,,,0,250
5268,0,21500000,95,10,64,5,4,1,2.64,1,1,1,0,1,0,2,1,7045
5269,3,21696500,61.99,16.2,17.7,1,1,,3,1,0,,,1,0,,1,7203
5270,1,21700000,98,25,60,7,2,1,,,,0,1,,,,1,5990
5271,1,21990000,80.6,26.1,31,11,2,,,0,2,1,1,2,0,,2,2755
5272,3,22139572,78.24,13.7,34.1,2,2,,3,2,0,,,0,2,,1,7203
5273,3,22554900,65.95,,51.9,9,3,,,2,0,,,,,,1,8198
5274,3,22609992,94.65,15,45.4,8,3,,3,1,1,,,1,1,,1,7203
5275,3,23381440,99.2,16.2,53,3,3,,3,1,1,,,0,2,,1,7203
5276,3,23547089,95.95,16.2,49.3,2,3,,3,2,0,,,0,1,,1,7203
5277,3,23591635,87.09,15.3,44.3,17,3,,3,1,1,,,1,1,,1,7203
5278,3,23852200,99.8,15.5,50.3,2,3,,3,1,1,,,1,2,,1,7203
5279,,23703624,73.2,,,16,1,,,,,,,,,,0,44
5280,0,23700000,92.6,17,41,2,3,,,,,,,,,,0,7359
5281,3,24191412,87.79,15.2,45,21,3,,3,1,1,,,0,1,,1,7203
5282,,24002009,106.3,,,8,3,,,,,,,,,,0,44
5283,,24000000,130.7,15,75,11,4,,,,,,,,,,0,9412
5284,,24368313,87.5,,,15,2,,,,,,,,,,0,44
5285,2,24980000,101,11,63,8,3,1,3,2,0,1,0,2,0,3,1,8405
5286,1,25500000,55.1,28.7,14,16,1,,,2,0,,,0,1,0,1,2046
5287,3,26008918,93.49,15,46,19,3,,3,1,1,,,1,1,,1,7203
5288,1,26500000,60,14,30,12,2,,,0,2,,,0,1,,2,5363
5289,3,27313584,104.73,14.9,55.4,3,3,,3,1,1,,,0,1,,1,7203
5290,,8000000,41,,,12,1,,2.5,0,1,,,1,0,3,1,4948
5291,3,4635800,35.66,10.5,18,4,1,,2.7,0,1,,,,,,1,6703
5292,1,38000000,141.7,30,100,3,3,1,,2,0,1,0,,,0,1,5990
5293,3,38404734,124.63,10,69.5,18,4,,3,1,2,,,0,2,,1,7203
5294,1,38900000,79.08,,,5,2,1,,2,0,,,,,2,1,2000
5295,1,41000000,154.6,30,120,3,4,1,3,2,0,1,1,0,1,0,1,5990
